,bal0,bal1,bal2,bal3,bal4,bal5,bal6,elev0,elev1,floor,hfloor,htype,kitarea,lat,livarea,lon,offertype,overallarea,parktype,price,rdate,roomarea0,roomarea1,roomarea2,roomarea3,roomarea4,roomarea5,roomarea6,rooms,slavnum,ulavnum,view
134,1 лодж,,,,,,,1 пасс,,4,9,"вторичка,панельный",7.0,55.856775,44.0,37.504097,альтернатива,60.0,наземная,8500000,,17.0,15.0,12.0,0.0,0.0,0.0,0.0,3,1.0,,двор
135,,,,,,,,2 пасс,,2,12,"вторичка,блочный",10.0,55.854234,18.9,37.416296,альтернатива,34.8,,6750000,,18.9,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
136,1 балк,,,,,,,1 пасс,,8,9,"вторичка,кирпичный",6.6,55.685087,23.9,37.678819,свободная,37.6,наземная,6750000,,8.8,15.9,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
137,1 балк,,,,,,,,,3,5,"вторичка,панельный",6.0,55.859686,20.0,37.510978,свободная,32.0,наземная,4900000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
138,нет,,,,,,,,,16,24,"новостройка,кирпично-монолитный",13.6,55.771168,,37.376564,свободная,50.0,,8407500,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двор
139,1 лодж,,,,,,,1 пасс,1 груз,23,23,"новостройка,монолитный",13.6,55.558651,50.0,37.557709,214,90.0,подземная,13900000,"(1, 2017)",,,,0.0,0.0,0.0,0.0,3,1.0,1.0,двор
140,1 балк,,,,,,,1 пасс,1 груз,10,14,вторичка,8.6,55.575795,33.4,37.585449,свободная,56.0,,7900000,,20.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
141,1 лодж,,,,,,,,,4,5,вторичка,7.0,55.654548,18.0,37.562326,свободная,32.0,наземная,5750000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
142,,,,,,,,,,1,9,"вторичка,панельный",6.0,55.61661,29.0,37.649346,свободная,44.0,,6000000,,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
143,1 лодж,,,,,,,2 пасс,,11,12,вторичка,6.7,55.583439,30.4,37.65664,свободная,46.1,наземная,5750000,,13.8,16.6,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
144,1 балк,,,,,,,1 пасс,1 груз,6,9,новостройка,,55.729384,,37.739991,свободная,87.2,,12874208,"(1, 2018)",,,,0.0,0.0,0.0,0.0,3,,,двориулица
145,1 балк,,,,,,,1 пасс,,7,9,"вторичка,панельный",6.1,55.708557,30.5,37.814196,свободная,46.8,наземная,5600000,,18.9,11.6,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
146,1 лодж,,,,,,,1 пасс,,2,9,"вторичка,панельный",6.0,55.612263,30.0,37.702715,свободная,46.0,наземная,7600000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
147,,,,,,,,1 пасс,,5,9,"вторичка,панельный",6.8,55.595277,28.9,37.616782,свободная,44.7,наземная,5600000,,,,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
148,1 лодж,,,,,,,1 пасс,1 груз,6,9,"вторичка,панельный",7.0,55.530516,19.5,37.513098,свободная,41.0,,4750000,,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
149,,,,,,,,,,1,5,"вторичка,панельный",6.0,55.660094,31.0,37.566144,свободная,45.0,наземная,6300000,,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
150,1 лодж,,,,,,,1 пасс,1 груз,2,7,"вторичка,панельный",9.0,55.66897,20.0,37.788719,свободная,40.0,наземная,5000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
151,,,,,,,,1 пасс,1 груз,3,12,"вторичка,блочный",8.0,55.60815,20.0,37.610431,свободная,36.0,наземная,5700000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
152,,,,,,,,1 пасс,,9,9,"вторичка,панельный",7.0,55.778958,28.0,37.822559,свободная,45.0,,5700000,,18.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
153,1 балк,,,,,,,1 пасс,,6,9,"вторичка,кирпичный",6.0,55.745032,18.3,37.791908,альтернатива,29.8,наземная,5200000,,18.3,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
154,нет,,,,,,,1 пасс,1 груз,10,25,"вторичка,панельный",11.0,55.607829,36.0,37.579394,свободная,60.0,,12000000,,20.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
155,1 балк,,,,,,,2 пасс,,5,12,"вторичка,панельный",9.0,55.850954,20.0,37.417383,свободная,36.0,наземная,6000000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
156,1 балк,,,,,,,,,5,5,"вторичка,кирпичный",6.0,55.680488,19.0,37.755239,свободная,31.0,наземная,4900000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
157,1 балк,,,,,,,1 пасс,1 груз,15,24,"новостройка,кирпично-монолитный",13.1,55.771168,20.1,37.376564,свободная,49.1,,7357500,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
158,,,,,,,,1 пасс,,1,9,вторичка,6.0,55.628988,20.0,37.511158,свободная,32.0,наземная,5900000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
159,1 балк,,,,,,,,,5,5,"вторичка,кирпичный",6.0,55.679377,31.0,37.737929,свободная,43.0,,5350000,,13.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
160,1 лодж,,,,,,,1 пасс,1 груз,2,16,вторичка,9.5,55.61875,18.8,37.491143,свободная,41.3,наземная,6600000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
161,1 балк,,,,,,,,,9,18,новостройка,,55.604896,,37.653976,214,25.2,,2850271,"(0, 2017)",,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
162,,,,,,,,2 пасс,,1,9,"вторичка,кирпичный",6.7,55.809995,27.0,37.570078,свободная,42.0,наземная,7900000,,14.0,18.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
163,нет,,,,,,,1 пасс,1 груз,12,22,"вторичка,монолитный",36.2,55.67523,84.0,37.545923,свободная,131.1,,97000000,,13.0,,,,0.0,0.0,0.0,4,2.0,,двориулица
164,,,,,,,,1 пасс,,2,9,вторичка,,55.739727,,37.618507,свободная,26.0,,24857196,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,
165,1 балк,,,,,,,1 пасс,,4,8,"вторичка,сталинский",9.0,55.790757,36.5,37.499579,альтернатива,62.0,,12600000,,20.0,16.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,улица
166,1 балк,,,,,,,,,4,5,"вторичка,кирпичный",5.5,55.798637,19.0,37.7805,альтернатива,30.5,наземная,5300000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
167,1 балк,,,,,,,1 пасс,1 груз,4,7,"новостройка,монолитный",11.0,55.649277,39.0,37.497643,214,53.1,подземная,8230000,"(1, 2017)",14.0,15.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
168,нет,,,,,,,1 пасс,1 груз,8,16,"вторичка,панельный",9.0,55.692643,19.6,37.821867,свободная,35.3,,4800000,,19.6,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
169,1 балк,,,,,,,2 пасс,,1,12,вторичка,7.0,55.794988,24.0,37.730302,свободная,40.0,,7000000,,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
170,1 лодж,,,,,,,1 пасс,,5,9,вторичка,6.0,55.879036,29.0,37.70558,свободная,43.1,,6400000,,11.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
171,1 балк,,,,,,,1 пасс,,3,9,"вторичка,панельный",6.0,55.614358,27.0,37.549777,свободная,47.0,,7450000,,1710.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
172,нет,,,,,,,,,1,5,"вторичка,панельный",6.0,55.829365,19.3,37.530094,свободная,31.1,,5600000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
173,1 балк,,,,,,,2 пасс,,6,14,"вторичка,панельный",7.0,55.836757,29.0,37.641009,свободная,45.0,,9200000,,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
174,1 балк,,,,,,,2 пасс,,10,15,"новостройка,монолитный",17.6,55.889114,10.4,37.591081,свободная,39.6,,6823170,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
175,,,,,,,,1 пасс,,2,9,"вторичка,сталинский",11.0,55.730826,35.0,37.631559,свободная,63.0,наземная,13000000,,20.0,16.0,0.0,0.0,0.0,0.0,0.0,2,2.0,,двориулица
176,,,,,,,,,,3,4,"вторичка,сталинский",7.1,55.689116,17.0,37.56812,альтернатива,33.0,,8500000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,улица
177,нет,,,,,,,1 пасс,1 груз,2,4,"вторичка,кирпичный",10.0,55.789289,30.0,37.65699,свободная,40.8,,7344000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
178,1 балк,,,,,,,2 пасс,,9,15,"новостройка,монолитный",9.0,55.889114,10.0,37.591081,свободная,24.9,,4280310,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
179,2 лодж,,,,,,,1 пасс,2 груз,4,24,вторичка,9.0,55.780102,62.0,37.452103,свободная,90.0,,22269000,,24.0,15.0,10.0,13.0,0.0,0.0,0.0,4,,2.0,двориулица
180,1 балк,,,,,,,1 пасс,1 груз,8,14,"новостройка,монолитный",11.0,55.700816,18.0,37.648631,свободная,39.0,,5354000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,двориулица
181,,,,,,,,2 пасс,,6,8,"новостройка,монолитный",,55.751503,23.9,37.699463,свободная,32.1,,6695000,,,,,,,,,студиявЖК«Символ»,,1.0,
182,1 балк,,,,,,,,,2,5,"вторичка,кирпичный",7.5,55.610717,20.0,37.301491,свободная,34.6,наземная,4150000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2.0,двор
183,1 балк,,,,,,,1 пасс,1 груз,14,17,"вторичка,панельный",9.0,55.877137,31.0,37.543794,свободная,52.0,наземная,7700000,,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
184,1 балк,,,,,,,,,4,5,"вторичка,панельный",6.0,55.856275,28.4,37.414526,свободная,44.7,наземная,5950000,,18.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
185,1 лодж,,,,,,,2 пасс,1 груз,10,22,"вторичка,панельный",11.0,55.666462,45.0,37.451285,свободная,76.0,наземная,12900000,,19.0,15.0,11.0,0.0,0.0,0.0,0.0,3,,1.0,двор
186,1 балк,,,,,,,1 пасс,,3,9,"вторичка,кирпичный",6.0,55.802836,18.0,37.828003,свободная,31.0,,5000000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
187,нет,,,,,,,1 пасс,1 груз,16,16,"вторичка,панельный",9.0,55.893379,31.0,37.610467,свободная,54.0,наземная,7300000,,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
188,,,,,,,,1 пасс,1 груз,1,17,"вторичка,панельный",10.0,55.666117,16.0,37.57802,свободная,37.0,наземная,6500000,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
189,1 балк,,,,,,,1 пасс,1 груз,11,11,"новостройка,монолитный",10.2,55.848134,21.3,37.637506,свободная,44.1,,9341645,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
190,1 лодж,,,,,,,2 пасс,1 груз,8,19,"новостройка,монолитный",,55.642677,22.0,37.388906,214,35.0,,4064358,"(4, 2017)",22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,улица
191,,,,,,,,1 пасс,,2,9,"вторичка,панельный",7.7,55.698244,22.4,37.763198,свободная,38.0,,5700000,,13.3,9.1,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
192,,,,,,,,2 пасс,1 груз,18,19,"вторичка,панельный",16.0,55.670448,25.0,37.517761,свободная,54.2,,12500000,,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
193,,,,,,,,1 пасс,1 груз,1,9,вторичка,7.6,55.871137,24.0,37.635494,свободная,38.0,наземная,5200000,,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
194,нет,,,,,,,,,2,6,"вторичка,кирпичный",6.0,55.776745,32.0,37.631137,свободная,48.0,наземная,12900000,,22.0,10.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
195,1 балк,,,,,,,2 пасс,,5,12,"вторичка,панельный",7.0,55.812494,22.0,37.556819,свободная,39.0,наземная,7500000,,13.0,9.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
196,1 балк,,,,,,,,,4,4,"вторичка,кирпичный",6.0,55.818892,20.0,37.871939,свободная,35.0,наземная,3650000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
197,нет,,,,,,,2 пасс,1 груз,3,22,новостройка,,55.775753,22.3,37.671938,свободная,22.3,,6355668,"(4, 2017)",22.3,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
198,1 лодж,,,,,,,1 пасс,,9,9,"вторичка,панельный",6.0,55.72923,33.7,37.417724,свободная,49.9,наземная,7650000,,,,,0.0,0.0,0.0,0.0,3,1.0,,двор
199,нет,,,,,,,,,3,5,"вторичка,кирпичный",4.0,55.770942,24.0,37.637596,свободная,33.0,,10000000,,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
200,1 лодж,,,,,,,2 пасс,,7,12,"вторичка,панельный",7.0,55.850995,25.0,37.517231,свободная,40.0,наземная,5000000,,,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
201,,,,,,,,1 пасс,1 груз,1,17,"вторичка,панельный",10.0,55.638084,20.0,37.670088,свободная,39.0,наземная,5100000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
202,1 балк,,,,,,,1 пасс,1 груз,2,16,вторичка,9.0,55.891466,18.0,37.5251,свободная,38.0,наземная,4800000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
203,1 балк,,,,,,,,,5,5,вторичка,7.0,55.706279,30.0,37.681002,свободная,43.0,,7390000,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
204,нет,,,,,,,,,1,5,"вторичка,панельный",6.0,55.852986,20.0,37.441637,свободная,32.0,,5000000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
205,1 балк,,,,,,,1 пасс,1 груз,4,22,"новостройка,монолитный",10.0,55.848559,24.7,37.419045,свободная,55.3,,12764878,"(1, 2013)",13.6,11.1,0.0,0.0,0.0,0.0,0.0,2,,1.0,двориулица
206,1 балк,,,,,,,1 пасс,1 груз,7,8,"новостройка,монолитный",8.0,55.728857,18.0,37.739181,свободная,36.2,,6325830,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,двориулица
207,1 лодж,,,,,,,1 пасс,1 груз,11,16,"вторичка,панельный",10.0,55.863015,19.0,37.671022,свободная,38.0,наземная,6750000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
208,,,,,,,,1 пасс,,9,9,"вторичка,блочный",8.0,55.806252,24.0,37.612964,свободная,37.0,,8200000,,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двориулица
209,1 балк,,,,,,,2 пасс,2 груз,3,38,вторичка,15.0,55.718248,60.0,37.477175,свободная,85.0,,45252844,,30.0,20.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
210,1 балк,,,,,,,1 пасс,,7,9,"вторичка,кирпичный",6.0,55.826463,19.0,37.523267,свободная,32.0,наземная,5500000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
211,1 балк,,,,,,,1 пасс,1 груз,6,14,"вторичка,панельный",9.5,55.623336,20.0,37.594243,свободная,37.0,,6950000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
212,,,,,,,,1 пасс,,5,7,вторичка,,55.732514,54.6,37.619549,свободная,54.6,подземная,48430200,,54.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,двор
213,1 лодж,,,,,,,2 груз,,14,14,"новостройка,монолитный",5.0,55.790647,40.2,37.524314,свободная,45.8,,8267732,,27.0,,0.0,0.0,0.0,0.0,0.0,2,,1.0,двор
214,нет,,,,,,,1 пасс,,2,9,"вторичка,панельный",6.2,55.608531,28.0,37.58164,свободная,44.0,,5900000,,19.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
215,1 лодж,,,,,,,2 пасс,1 груз,16,24,"вторичка,кирпично-монолитный",14.2,55.784066,64.0,37.697469,свободная,115.0,подземная,36000000,,31.0,17.0,,0.0,0.0,0.0,0.0,3,,2.0,двориулица
216,1 лодж,,,,,,,1 пасс,,7,9,"вторичка,панельный",7.0,55.607956,20.8,37.729035,альтернатива,34.3,наземная,5300000,,20.8,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
217,1 балк,,,,,,,2 пасс,,6,12,"вторичка,блочный",10.0,55.861105,20.0,37.640246,свободная,35.0,наземная,6000000,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
218,нет,,,,,,,,,4,5,"вторичка,кирпичный",5.4,55.77472,17.0,37.691638,свободная,27.0,,6800000,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
219,2 лодж,,,,,,,1 пасс,1 груз,15,17,"вторичка,блочный",10.0,55.832743,32.0,37.500441,альтернатива,54.8,наземная,9000000,,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двор
220,нет,,,,,,,1 пасс,1 груз,4,6,"вторичка,кирпичный",,55.888952,18.0,37.639779,свободная,28.7,,3600000,,,0.0,0.0,0.0,0.0,0.0,0.0,1,,,двориулица
221,,,,,,,,,,7,11,"вторичка,кирпичный",8.0,55.735596,32.0,37.519539,свободная,55.0,,15800000,,,,0.0,0.0,0.0,0.0,0.0,2,,,
222,,,,,,,,1 пасс,,3,5,"вторичка,кирпичный",17.0,55.76486,122.0,37.616018,свободная,206.0,наземная,57000000,,,,,,0.0,0.0,0.0,4,2.0,1.0,двориулица
223,1 лодж,,,,,,,1 пасс,1 груз,17,20,"вторичка,монолитный",11.0,55.7964,19.4,37.392059,альтернатива,44.0,,8900000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
224,,,,,,,,1 пасс,,4,9,вторичка,6.0,55.622472,29.0,37.720771,свободная,45.0,,6800000,,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
225,1 балк,,,,,,,1 пасс,,3,9,вторичка,6.0,55.671047,35.0,37.652723,свободная,58.0,,9000000,,,,,0.0,0.0,0.0,0.0,3,1.0,,двор
226,1 лодж,,,,,,,2 пасс,2 груз,11,21,"вторичка,панельный",9.1,55.678316,18.8,37.717025,свободная,36.5,,6400000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
227,1 лодж,,,,,,,1 пасс,1 груз,6,14,"вторичка,блочный",10.0,55.818842,19.0,37.713099,свободная,39.0,наземная,5800000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
228,1 балк,,,,,,,1 пасс,1 груз,17,17,"новостройка,кирпично-монолитный",11.0,55.523648,36.7,37.510957,свободная,62.4,,6938435,,19.0,,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
229,1 лодж,,,,,,,2 пасс,,7,14,"вторичка,блочный",9.5,55.777363,19.5,37.724912,альтернатива,35.0,наземная,6950000,,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
230,1 лодж,,,,,,,1 пасс,,12,12,"вторичка,панельный",9.0,55.658576,21.0,37.614096,свободная,42.0,,6600000,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двор
231,1 балк,,,,,,,1 пасс,,3,8,"вторичка,кирпичный",8.2,55.782567,54.0,37.573753,свободная,83.0,наземная,19050000,,17.0,,,,0.0,0.0,0.0,4,1.0,,двориулица
232,,,,,,,,,,5,19,"новостройка,монолитный",,55.745617,19.8,37.685364,214,27.2,,5168000,"(3, 2018)",19.84,,,,,,,студиявЖК«Monodom(Монодом)»,,,
233,нет,,,,,,,3 пасс,1 груз,7,40,"вторичка,кирпично-монолитный",20.0,55.806504,65.0,37.449866,свободная,126.0,,40000000,,18.0,22.0,25.0,0.0,0.0,0.0,0.0,3,,2.0,двор
234,1 балк,,,,,,,1 пасс,,8,9,вторичка,8.0,55.87193,23.0,37.554987,альтернатива,40.0,наземная,6150000,,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2,,1.0,улица
235,1 лодж,,,,,,,1 пасс,1 груз,12,25,"вторичка,панельный",11.0,55.94751,36.0,37.348743,свободная,63.0,,6350000,,22.0,14.0,0.0,0.0,0.0,0.0,0.0,2,1.0,,двориулица
236,,,,,,,,1 пасс,,6,9,вторичка,7.0,55.880985,19.0,37.716675,свободная,33.0,наземная,5000000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,
237,1 лодж,,,,,,,,,1,9,"вторичка,кирпичный",12.5,55.74979,18.0,37.596678,альтернатива,50.0,,15200000,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,1.0,двор
238,1 балк,,,,,,,1 пасс,1 груз,9,9,вторичка,,55.544514,19.0,37.54568,свободная,39.0,,5850000,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,двориулица
